L_elbow,R_elbow,L_shoulder,R_shoulder,L_hip,R_hip,L_knee,R_knee,L_ankle,R_ankle,arm_elev_L,arm_elev_R,torso_tilt,pelvis_tilt,shoulder_tilt,shoulder_vs_hip_twist,feet_over_shoulder,knee_spread_over_shoulder,knee_asymmetry,arm_asymmetry,hip_above_shoulders,head_below_hips,head_pitch,label
160.430629546101,174.8911126523464,153.77689570175812,156.52681210374698,85.79732049628065,91.74009607964663,180.0,175.92259806122954,104.03624346792648,105.80251395393555,51.519801751656985,52.43140797117252,56.61148642388849,71.56505117707798,45.0,63.434948822922024,2.236066396362078,0.7071062811869011,4.077401938770464,2.7499164019888553,1.0,1.0,10.175510843043185,downward_dog
100.65440296042993,109.02224262227975,68.12161960484018,66.2807914457645,154.41699216276305,153.460618973316,176.44599244661978,177.21012838350075,161.26559861006135,161.55009925165717,45.0,48.012787504183336,58.55719292953563,75.96375653207355,47.72631099390628,28.237445538167265,1.0090091231211702,0.7429913356339249,0.7641359368809617,1.84082815907567,0.0,0.0,45.287916066557074,spinx
158.6863046051696,150.37885858593305,169.12131248242665,170.43987201177544,64.11709652833973,63.00138074487115,177.02206606581805,176.61620805343676,100.09734495655539,93.82514870784166,37.033249390029255,34.566655860895196,31.373005140108432,45.0,26.565051177077976,18.434948822922024,1.4794892911368556,0.0,0.4058580123812874,1.3185595293487893,1.0,1.0,50.40379136024973,downward_dog
111.5713071912546,110.57973584445338,75.59062962263629,55.19851356360036,113.71590384072593,118.9913870086803,119.08300349180124,124.2357251193955,131.34777721969368,133.69804732742114,10.684912400002702,6.225829064425739,1.3859178508121772,3.945186229037546,0.0,3.945186229037546,2.369964015430047,2.4566178746851155,5.152721627594261,20.392116059035928,0.0,0.0,4.7636416907261605,goddess
154.9693990043588,159.3919044184488,155.06926993645484,155.76744633078368,26.851580100308865,26.685773537851336,32.714083919003336,36.80172899328229,166.7989128242944,169.8354537517844,18.600065886033008,20.07152586453867,84.27618374260749,20.224859431168085,90.0,69.77514056883192,1.3416406523358086,1.843908707067707,4.087645074278953,0.6981763943288399,1.0,1.0,9.057888128617662,childs_pose
152.33405677636256,151.0490047925332,173.28767120461794,177.61405596961117,178.20180393435683,116.565051177078,179.7590603793927,24.9739109058834,164.64723200160614,97.87118193683102,79.15969454566942,77.73522627210758,4.573921259900885,10.619655276155129,2.3859440303887993,8.23371124576633,2.290058292058507,2.0301026610905595,154.7851494735093,4.326384764993236,0.0,0.0,4.96974072811031,tree
175.6012946450045,176.22687265169031,102.69958448959737,114.92209720833091,139.56948213544135,160.49296017879567,124.5792876032055,164.9952933818377,72.77797277922393,158.48287035254984,2.1475854282984983,5.194428907734789,3.157944796439267,14.03624346792651,0.0,14.03624346792651,1.9424028544486316,0.9111813471297537,40.41600577863221,12.22251271873354,0.0,0.0,29.197486046064483,warrior_two
168.66468171483052,162.67612638980904,170.36603632015667,164.85282552470403,70.42402862931955,68.94669745792989,76.99927965685043,71.337185822702,85.42819613988432,81.02146409922311,51.74557964748283,50.411869152317024,33.400404778883626,74.05460409907715,75.96375653207355,1.9091524329963931,1.0846520260265238,1.212677831064089,5.662093834148436,5.513210795452636,0.0,0.0,59.78867761416518,chair
174.78413608409457,176.8040619864041,79.50173390559564,111.37301727747254,166.46512303752908,166.78321733027528,176.19741419292944,169.96785182549357,154.06919353734813,164.95043382777,85.76360520094113,83.88449643371462,68.38522105721376,60.94539590092285,83.99099404250546,23.045598141582616,0.18505829770620433,0.22513313584161454,6.229562367435875,31.8712833718769,0.0,0.0,41.18592516570965,side_plank
178.43211189723118,173.2655052292414,26.852028535711156,22.06311029503774,122.42185801149556,123.18752047769851,178.82411320060842,178.56408791756812,158.37795954153555,157.654951152787,86.30861401354872,86.28100602684196,22.745574647742558,72.64597536373867,30.963756532073546,41.682218831665125,1.2274101903872956,0.45732953423623424,0.2600252830403065,4.788918240673418,0.0,0.0,38.80609503284904,upward_facing_dog
